subscription_id,user_id,trial_started_at,paid_started_at,cancelled_at,monthly_price_usd,subscription_status
SUB0003273,U002350,,,,,never_subscribed
SUB0003537,U002351,,,,,never_subscribed
SUB0003108,U002352,,,,,never_subscribed
SUB0001767,U002353,,,,,never_subscribed
SUB0003551,U002354,,,,,never_subscribed
SUB0003795,U002355,,,,,never_subscribed
SUB0003699,U002356,2026-03-06 18:00:00,2026-03-13 18:00:00,,14.99,active
SUB0001428,U002357,,,,,never_subscribed
SUB0002210,U002358,,,,,never_subscribed
SUB0003321,U002359,,,,,never_subscribed
SUB0003827,U002360,,,,,never_subscribed
SUB0003534,U002361,2026-03-11 14:00:00,2026-03-18 14:00:00,,14.99,active
SUB0004231,U002362,,,,,never_subscribed
SUB0004344,U002363,,,,,never_subscribed
SUB0003202,U002364,,,,,never_subscribed
SUB0001062,U002365,,,,,never_subscribed
SUB0002542,U002366,2026-02-21 09:00:00,2026-02-28 09:00:00,,14.99,active
SUB0003886,U002367,,,,,never_subscribed
SUB0000321,U002368,,,,,never_subscribed
SUB0002720,U002369,,,,,never_subscribed
SUB0001234,U002370,,,,,never_subscribed
SUB0001460,U002371,,,,,never_subscribed
SUB0003783,U002372,,,,,never_subscribed
SUB0002709,U002373,,,,,never_subscribed
SUB0003775,U002374,,,,,never_subscribed
SUB0003008,U002375,,,,,never_subscribed
SUB0002752,U002376,,,,,never_subscribed
SUB0000899,U002377,,,,,never_subscribed
SUB0001316,U002378,,,,,never_subscribed
SUB0001149,U002379,,,,,never_subscribed
SUB0002987,U002380,,,,,never_subscribed
SUB0002927,U002381,,,,,never_subscribed
SUB0000841,U002382,2026-02-09 10:00:00,2026-02-16 10:00:00,,14.99,active
SUB0002169,U002383,,,,,never_subscribed
SUB0001304,U002384,,,,,never_subscribed
SUB0004666,U002385,,,,,never_subscribed
SUB0000785,U002386,2026-02-07 16:00:00,2026-02-14 16:00:00,,14.99,active
SUB0000565,U002387,,,,,never_subscribed
SUB0001992,U002388,,,,,never_subscribed
SUB0004341,U002389,,,,,never_subscribed
SUB0004616,U002390,,,,,never_subscribed
SUB0002293,U002391,2026-03-04 21:00:00,2026-03-11 21:00:00,,14.99,active
SUB0003994,U002392,,,,,never_subscribed
SUB0004380,U002393,,,,,never_subscribed
SUB0002864,U002394,,,,,never_subscribed
SUB0001940,U002395,2026-02-24 16:00:00,2026-03-03 16:00:00,,14.99,active
SUB0000633,U002396,,,,,never_subscribed
SUB0000327,U002397,2026-01-18 13:00:00,2026-01-25 13:00:00,,14.99,active
SUB0003526,U002398,,,,,never_subscribed
SUB0003833,U002399,,,,,never_subscribed
SUB0002310,U002400,,,,,never_subscribed
SUB0004627,U002401,,,,,never_subscribed
SUB0002370,U002402,,,,,never_subscribed
SUB0000212,U002403,,,,,never_subscribed
SUB0002657,U002404,,,,,never_subscribed
SUB0004086,U002405,,,,,never_subscribed
SUB0002792,U002406,2026-02-23 08:00:00,2026-03-02 08:00:00,,14.99,active
SUB0000682,U002407,,,,,never_subscribed
SUB0002552,U002408,,,,,never_subscribed
SUB0001819,U002409,,,,,never_subscribed
SUB0004575,U002410,,,,,never_subscribed
SUB0004972,U002411,2026-03-25 11:00:00,2026-04-01 11:00:00,,14.99,active
SUB0003869,U002412,,,,,never_subscribed
SUB0004567,U002413,,,,,never_subscribed
SUB0004082,U002414,,,,,never_subscribed
SUB0004803,U002415,,,,,never_subscribed
SUB0004123,U002416,,,,,never_subscribed
SUB0004087,U002417,,,,,never_subscribed
SUB0004689,U002418,,,,,never_subscribed
SUB0003516,U002419,,,,,never_subscribed
SUB0002488,U002420,2026-03-15 18:00:00,2026-03-22 18:00:00,,14.99,active
SUB0002398,U002421,,,,,never_subscribed
SUB0001024,U002422,,,,,never_subscribed
SUB0003224,U002423,,,,,never_subscribed
SUB0003253,U002424,,,,,never_subscribed
SUB0003604,U002425,,,,,never_subscribed
SUB0002694,U002426,,,,,never_subscribed
SUB0002862,U002427,,,,,never_subscribed
SUB0004136,U002428,,,,,never_subscribed
SUB0002510,U002429,2026-02-27 13:00:00,2026-03-06 13:00:00,,14.99,active
SUB0004127,U002430,,,,,never_subscribed
SUB0004470,U002431,,,,,never_subscribed
SUB0003528,U002432,,,,,never_subscribed
SUB0004925,U002433,,,,,never_subscribed
SUB0003929,U002434,2026-04-06 21:00:00,2026-04-13 21:00:00,,14.99,active
SUB0003707,U002435,2026-03-03 16:00:00,2026-03-10 16:00:00,,14.99,active
SUB0001455,U002436,,,,,never_subscribed
SUB0000363,U002437,,,,,never_subscribed
SUB0004322,U002438,,,,,never_subscribed
SUB0004434,U002439,,,,,never_subscribed
SUB0004654,U002440,,,,,never_subscribed
SUB0003696,U002441,,,,,never_subscribed
SUB0002917,U002442,2026-02-26 13:00:00,2026-03-05 13:00:00,,14.99,active
SUB0004501,U002443,,,,,never_subscribed
SUB0003028,U002444,,,,,never_subscribed
SUB0002438,U002445,,,,,never_subscribed
SUB0001421,U002446,,,,,never_subscribed
SUB0003444,U002447,,,,,never_subscribed
SUB0004420,U002448,,,,,never_subscribed
SUB0000250,U002449,2026-02-01 16:00:00,2026-02-08 16:00:00,,14.99,active
SUB0004508,U002450,,,,,never_subscribed
SUB0001335,U002451,,,,,never_subscribed
SUB0001990,U002452,,,,,never_subscribed
SUB0003944,U002453,,,,,never_subscribed
SUB0002966,U002454,,,,,never_subscribed
SUB0002865,U002455,,,,,never_subscribed
SUB0003799,U002456,,,,,never_subscribed
SUB0003631,U002457,,,,,never_subscribed
SUB0001262,U002458,,,,,never_subscribed
SUB0003945,U002459,,,,,never_subscribed
SUB0004079,U002460,,,,,never_subscribed
SUB0001776,U002461,,,,,never_subscribed
SUB0001676,U002462,2026-02-22 11:00:00,2026-03-01 11:00:00,,14.99,active
SUB0003515,U002463,,,,,never_subscribed
SUB0003885,U002464,2026-03-20 20:00:00,2026-03-27 20:00:00,,14.99,active
SUB0003418,U002465,,,,,never_subscribed
SUB0002003,U002466,,,,,never_subscribed
SUB0004002,U002467,,,,,never_subscribed
SUB0002535,U002468,,,,,never_subscribed
SUB0001109,U002469,,,,,never_subscribed
SUB0002691,U002470,,,,,never_subscribed
SUB0002640,U002471,,,,,never_subscribed
SUB0001669,U002472,,,,,never_subscribed
SUB0001810,U002473,,,,,never_subscribed
SUB0001685,U002474,,,,,never_subscribed
SUB0002617,U002475,,,,,never_subscribed
SUB0001814,U002476,,,,,never_subscribed
SUB0000236,U002477,2026-01-28 18:00:00,2026-02-04 18:00:00,,14.99,active
SUB0001610,U002478,,,,,never_subscribed
SUB0001612,U002479,,,,,never_subscribed
SUB0004038,U002480,2026-03-08 20:00:00,2026-03-15 20:00:00,,14.99,active
SUB0000042,U002481,,,,,never_subscribed
SUB0000630,U002482,,,,,never_subscribed
SUB0003139,U002483,,,,,never_subscribed
SUB0001131,U002484,,,,,never_subscribed
SUB0000292,U002485,,,,,never_subscribed
SUB0004110,U002486,,,,,never_subscribed
SUB0004960,U002487,,,,,never_subscribed
SUB0003305,U002488,,,,,never_subscribed
SUB0002922,U002489,,,,,never_subscribed
SUB0003055,U002490,,,,,never_subscribed
SUB0004651,U002491,,,,,never_subscribed
SUB0001725,U002492,,,,,never_subscribed
SUB0002594,U002493,,,,,never_subscribed
SUB0003763,U002494,,,,,never_subscribed
SUB0001927,U002495,,,,,never_subscribed
SUB0000219,U002496,2026-01-24 22:00:00,2026-01-31 22:00:00,,14.99,active
SUB0001518,U002497,,,,,never_subscribed
SUB0000175,U002498,,,,,never_subscribed
SUB0002440,U002499,,,,,never_subscribed
SUB0001419,U002500,,,,,never_subscribed
SUB0004405,U002501,,,,,never_subscribed
SUB0001564,U002502,,,,,never_subscribed
SUB0001280,U002503,,,,,never_subscribed
SUB0003765,U002504,,,,,never_subscribed
SUB0000039,U002505,2026-01-02 18:00:00,2026-01-09 18:00:00,,14.99,active
SUB0001308,U002506,,,,,never_subscribed
SUB0003982,U002507,,,,,never_subscribed
SUB0003668,U002508,,,,,never_subscribed
SUB0002268,U002509,,,,,never_subscribed
SUB0001757,U002510,,,,,never_subscribed
SUB0002806,U002511,,,,,never_subscribed
SUB0003157,U002512,,,,,never_subscribed
SUB0003122,U002513,,,,,never_subscribed
SUB0001043,U002514,,,,,never_subscribed
SUB0004424,U002515,,,,,never_subscribed
SUB0000687,U002516,,,,,never_subscribed
SUB0004836,U002517,,,,,never_subscribed
SUB0002557,U002518,,,,,never_subscribed
SUB0002255,U002519,,,,,never_subscribed
SUB0002071,U002520,,,,,never_subscribed
SUB0004045,U002521,,,,,never_subscribed
SUB0001311,U002522,,,,,never_subscribed
SUB0003591,U002523,2026-03-24 20:00:00,2026-03-31 20:00:00,2026-04-23 20:00:00,14.99,cancelled
SUB0000096,U002524,,,,,never_subscribed
SUB0004160,U002525,,,,,never_subscribed
SUB0000186,U002526,,,,,never_subscribed
SUB0000355,U002527,,,,,never_subscribed
SUB0004552,U002528,,,,,never_subscribed
SUB0001752,U002529,,,,,never_subscribed
SUB0004759,U002530,,,,,never_subscribed
SUB0004358,U002531,,,,,never_subscribed
SUB0004927,U002532,,,,,never_subscribed
SUB0004096,U002533,2026-03-28 10:00:00,2026-04-04 10:00:00,,14.99,active
SUB0003984,U002534,2026-03-22 09:00:00,2026-03-29 09:00:00,,14.99,active
SUB0002276,U002535,,,,,never_subscribed
SUB0001858,U002536,,,,,never_subscribed
SUB0004528,U002537,,,,,never_subscribed
SUB0000774,U002538,,,,,never_subscribed
SUB0002944,U002539,,,,,never_subscribed
SUB0004954,U002540,,,,,never_subscribed
SUB0004335,U002541,,,,,never_subscribed
SUB0002373,U002542,2026-03-09 15:00:00,2026-03-16 15:00:00,2026-04-21 15:00:00,14.99,cancelled
SUB0002450,U002543,,,,,never_subscribed
SUB0002109,U002544,2026-02-05 17:00:00,2026-02-12 17:00:00,,14.99,active
SUB0003112,U002545,,,,,never_subscribed
SUB0000295,U002546,,,,,never_subscribed
SUB0004409,U002547,,,,,never_subscribed
SUB0003685,U002548,,,,,never_subscribed
SUB0001713,U002549,,,,,never_subscribed
SUB0000869,U002550,,,,,never_subscribed
SUB0004103,U002551,,,,,never_subscribed
SUB0004727,U002552,,,,,never_subscribed
SUB0004093,U002553,,,,,never_subscribed
SUB0002961,U002554,,,,,never_subscribed
SUB0002465,U002555,,,,,never_subscribed
SUB0001761,U002556,,,,,never_subscribed
SUB0004692,U002557,,,,,never_subscribed
SUB0003564,U002558,2026-03-06 12:00:00,2026-03-13 12:00:00,,14.99,active
SUB0002627,U002559,,,,,never_subscribed
SUB0000307,U002560,,,,,never_subscribed
SUB0003346,U002561,,,,,never_subscribed
SUB0003613,U002562,,,,,never_subscribed
SUB0001589,U002563,,,,,never_subscribed
SUB0001534,U002564,,,,,never_subscribed
SUB0004124,U002565,,,,,never_subscribed
SUB0004939,U002566,,,,,never_subscribed
SUB0004541,U002567,,,,,never_subscribed
SUB0003216,U002568,,,,,never_subscribed
SUB0002224,U002569,,,,,never_subscribed
SUB0003365,U002570,,,,,never_subscribed
SUB0001941,U002571,,,,,never_subscribed
SUB0000403,U002572,,,,,never_subscribed
SUB0002692,U002573,,,,,never_subscribed
SUB0002461,U002574,,,,,never_subscribed
SUB0000385,U002575,2026-02-06 17:00:00,2026-02-13 17:00:00,,14.99,active
SUB0003438,U002576,2026-03-14 19:00:00,2026-03-21 19:00:00,,14.99,active
SUB0000489,U002577,,,,,never_subscribed
SUB0004708,U002578,,,,,never_subscribed
SUB0004874,U002579,,,,,never_subscribed
SUB0004316,U002580,,,,,never_subscribed
SUB0002682,U002581,,,,,never_subscribed
SUB0004756,U002582,2026-04-12 17:00:00,2026-04-19 17:00:00,,14.99,active
SUB0004502,U002583,,,,,never_subscribed
SUB0001481,U002584,2026-02-03 18:00:00,2026-02-10 18:00:00,,14.99,active
SUB0003866,U002585,,,,,never_subscribed
SUB0001033,U002586,,,,,never_subscribed
SUB0003213,U002587,,,,,never_subscribed
SUB0002701,U002588,,,,,never_subscribed
SUB0004188,U002589,2026-04-11 20:00:00,2026-04-18 20:00:00,2026-04-23 20:00:00,14.99,cancelled
SUB0004650,U002590,2026-04-02 21:00:00,2026-04-09 21:00:00,,14.99,active
SUB0000903,U002591,,,,,never_subscribed
SUB0003468,U002592,,,,,never_subscribed
SUB0001608,U002593,,,,,never_subscribed
SUB0003733,U002594,,,,,never_subscribed
SUB0000700,U002595,,,,,never_subscribed
SUB0004285,U002596,,,,,never_subscribed
SUB0000194,U002597,,,,,never_subscribed
SUB0004889,U002598,2026-03-31 21:00:00,2026-04-07 21:00:00,2026-04-23 21:00:00,14.99,cancelled
SUB0002553,U002599,,,,,never_subscribed
SUB0002974,U002600,,,,,never_subscribed
SUB0004595,U002601,,,,,never_subscribed
SUB0000282,U002602,,,,,never_subscribed
SUB0001665,U002603,,,,,never_subscribed
SUB0000296,U002604,,,,,never_subscribed
SUB0002985,U002605,,,,,never_subscribed
SUB0001906,U002606,,,,,never_subscribed
SUB0004010,U002607,,,,,never_subscribed
SUB0000775,U002608,2026-01-28 10:00:00,2026-02-04 10:00:00,,14.99,active
SUB0002588,U002609,,,,,never_subscribed
SUB0001796,U002610,,,,,never_subscribed
SUB0004964,U002611,,,,,never_subscribed
SUB0002444,U002612,,,,,never_subscribed
SUB0004213,U002613,,,,,never_subscribed
SUB0002791,U002614,,,,,never_subscribed
SUB0002910,U002615,,,,,never_subscribed
SUB0002593,U002616,,,,,never_subscribed
SUB0004885,U002617,,,,,never_subscribed
SUB0000061,U002618,,,,,never_subscribed
SUB0003334,U002619,,,,,never_subscribed
SUB0002916,U002620,,,,,never_subscribed
SUB0001404,U002621,,,,,never_subscribed
SUB0004818,U002622,,,,,never_subscribed
SUB0004704,U002623,,,,,never_subscribed
SUB0004155,U002624,,,,,never_subscribed
SUB0004098,U002625,,,,,never_subscribed
SUB0000426,U002626,,,,,never_subscribed
SUB0000691,U002627,,,,,never_subscribed
SUB0002848,U002628,,,,,never_subscribed
SUB0003988,U002629,,,,,never_subscribed
SUB0003510,U002630,,,,,never_subscribed
SUB0001176,U002631,,,,,never_subscribed
SUB0004454,U002632,,,,,never_subscribed
SUB0003923,U002633,,,,,never_subscribed
SUB0002718,U002634,,,,,never_subscribed
SUB0001122,U002635,,,,,never_subscribed
SUB0003126,U002636,2026-03-16 19:00:00,2026-03-23 19:00:00,,14.99,active
SUB0003017,U002637,,,,,never_subscribed
SUB0002873,U002638,,,,,never_subscribed
SUB0000822,U002639,,,,,never_subscribed
SUB0000475,U002640,,,,,never_subscribed
SUB0000356,U002641,,,,,never_subscribed
SUB0002663,U002642,,,,,never_subscribed
SUB0000404,U002643,,,,,never_subscribed
SUB0000520,U002644,,,,,never_subscribed
SUB0004256,U002645,,,,,never_subscribed
SUB0003050,U002646,,,,,never_subscribed
SUB0000624,U002647,,,,,never_subscribed
SUB0004686,U002648,,,,,never_subscribed
SUB0000419,U002649,2026-01-26 22:00:00,2026-02-02 22:00:00,2026-02-06 22:00:00,14.99,cancelled
SUB0002329,U002650,,,,,never_subscribed
SUB0002211,U002651,,,,,never_subscribed
SUB0002291,U002652,,,,,never_subscribed
SUB0002967,U002653,,,,,never_subscribed
SUB0004761,U002654,,,,,never_subscribed
SUB0001619,U002655,,,,,never_subscribed
SUB0003771,U002656,2026-03-15 08:00:00,2026-03-22 08:00:00,,14.99,active
SUB0002257,U002657,,,,,never_subscribed
SUB0003559,U002658,,,,,never_subscribed
SUB0004306,U002659,,,,,never_subscribed
SUB0002335,U002660,2026-02-22 15:00:00,2026-03-01 15:00:00,2026-03-13 15:00:00,14.99,cancelled
SUB0004561,U002661,,,,,never_subscribed
SUB0000808,U002662,,,,,never_subscribed
SUB0001303,U002663,,,,,never_subscribed
SUB0001687,U002664,,,,,never_subscribed
SUB0000325,U002665,2026-02-08 10:00:00,2026-02-15 10:00:00,,14.99,active
SUB0000555,U002666,2026-01-21 11:00:00,2026-01-28 11:00:00,,14.99,active
SUB0004931,U002667,,,,,never_subscribed
SUB0002755,U002668,,,,,never_subscribed
SUB0002111,U002669,,,,,never_subscribed
SUB0002458,U002670,,,,,never_subscribed
SUB0004114,U002671,2026-03-26 21:00:00,2026-04-02 21:00:00,2026-04-21 21:00:00,14.99,cancelled
SUB0004427,U002672,,,,,never_subscribed
SUB0004071,U002673,2026-03-23 15:00:00,2026-03-30 15:00:00,,14.99,active
SUB0002366,U002674,2026-03-01 12:00:00,2026-03-08 12:00:00,,14.99,active
SUB0000838,U002675,,,,,never_subscribed
SUB0004269,U002676,,,,,never_subscribed
SUB0000756,U002677,,,,,never_subscribed
SUB0004887,U002678,,,,,never_subscribed
SUB0001359,U002679,,,,,never_subscribed
SUB0003399,U002680,,,,,never_subscribed
SUB0001482,U002681,,,,,never_subscribed
SUB0000603,U002682,,,,,never_subscribed
SUB0003735,U002683,2026-04-04 09:00:00,2026-04-11 09:00:00,2026-04-29 09:00:00,14.99,cancelled
SUB0000655,U002684,,,,,never_subscribed
SUB0001995,U002685,,,,,never_subscribed
SUB0004526,U002686,,,,,never_subscribed
SUB0003215,U002687,,,,,never_subscribed
SUB0001036,U002688,,,,,never_subscribed
SUB0002946,U002689,,,,,never_subscribed
SUB0002582,U002690,,,,,never_subscribed
SUB0001983,U002691,,,,,never_subscribed
SUB0001343,U002692,,,,,never_subscribed
SUB0000946,U002693,,,,,never_subscribed
SUB0001741,U002694,,,,,never_subscribed
SUB0000938,U002695,2026-02-08 16:00:00,2026-02-15 16:00:00,,14.99,active
SUB0003636,U002696,,,,,never_subscribed
SUB0003582,U002697,,,,,never_subscribed
SUB0002908,U002698,,,,,never_subscribed
SUB0001453,U002699,,,,,never_subscribed
SUB0000659,U002700,,,,,never_subscribed
SUB0003936,U002701,2026-04-06 12:00:00,2026-04-13 12:00:00,,14.99,active
SUB0002143,U002702,,,,,never_subscribed
SUB0003541,U002703,2026-03-13 09:00:00,2026-03-20 09:00:00,,14.99,active
SUB0004798,U002704,,,,,never_subscribed
SUB0001515,U002705,,,,,never_subscribed
SUB0003096,U002706,,,,,never_subscribed
SUB0002082,U002707,2026-02-14 08:00:00,2026-02-21 08:00:00,,14.99,active
SUB0002012,U002708,,,,,never_subscribed
SUB0002114,U002709,,,,,never_subscribed
SUB0001382,U002710,,,,,never_subscribed
SUB0001850,U002711,2026-02-03 22:00:00,2026-02-10 22:00:00,,14.99,active
SUB0000846,U002712,,,,,never_subscribed
SUB0004015,U002713,,,,,never_subscribed
SUB0001806,U002714,,,,,never_subscribed
SUB0001915,U002715,,,,,never_subscribed
SUB0003596,U002716,,,,,never_subscribed
SUB0001541,U002717,2026-02-23 10:00:00,2026-03-02 10:00:00,,14.99,active
SUB0003242,U002718,,,,,never_subscribed
SUB0001892,U002719,,,,,never_subscribed
SUB0004586,U002720,2026-03-18 16:00:00,2026-03-25 16:00:00,,14.99,active
SUB0000522,U002721,,,,,never_subscribed
SUB0004164,U002722,,,,,never_subscribed
SUB0003456,U002723,,,,,never_subscribed
SUB0002061,U002724,,,,,never_subscribed
SUB0004596,U002725,,,,,never_subscribed
SUB0004926,U002726,,,,,never_subscribed
SUB0001317,U002727,,,,,never_subscribed
SUB0002637,U002728,,,,,never_subscribed
SUB0000303,U002729,,,,,never_subscribed
SUB0002368,U002730,2026-02-10 22:00:00,2026-02-17 22:00:00,,14.99,active
SUB0000737,U002731,,,,,never_subscribed
SUB0000926,U002732,,,,,never_subscribed
SUB0000382,U002733,,,,,never_subscribed
SUB0000022,U002734,,,,,never_subscribed
SUB0002028,U002735,,,,,never_subscribed
SUB0001322,U002736,,,,,never_subscribed
SUB0003492,U002737,2026-03-14 13:00:00,2026-03-21 13:00:00,,14.99,active
SUB0000865,U002738,,,,,never_subscribed
SUB0000739,U002739,,,,,never_subscribed
SUB0001485,U002740,,,,,never_subscribed
SUB0003477,U002741,,,,,never_subscribed
SUB0001454,U002742,,,,,never_subscribed
SUB0003966,U002743,2026-03-19 12:00:00,2026-03-26 12:00:00,2026-03-31 12:00:00,14.99,cancelled
SUB0000128,U002744,,,,,never_subscribed
SUB0000748,U002745,,,,,never_subscribed
SUB0002680,U002746,,,,,never_subscribed
SUB0002253,U002747,2026-02-24 18:00:00,2026-03-03 18:00:00,,14.99,active
SUB0004592,U002748,,,,,never_subscribed
SUB0000556,U002749,,,,,never_subscribed
SUB0000768,U002750,,,,,never_subscribed
SUB0000267,U002751,,,,,never_subscribed
SUB0003846,U002752,,,,,never_subscribed
SUB0003244,U002753,,,,,never_subscribed
SUB0004275,U002754,2026-04-12 15:00:00,2026-04-19 15:00:00,,14.99,active
SUB0003677,U002755,,,,,never_subscribed
SUB0002641,U002756,,,,,never_subscribed
SUB0004165,U002757,,,,,never_subscribed
SUB0000493,U002758,2026-02-10 18:00:00,2026-02-17 18:00:00,2026-03-29 18:00:00,14.99,cancelled
SUB0004832,U002759,,,,,never_subscribed
SUB0002918,U002760,,,,,never_subscribed
SUB0004129,U002761,,,,,never_subscribed
SUB0002275,U002762,,,,,never_subscribed
SUB0000264,U002763,,,,,never_subscribed
SUB0004829,U002764,,,,,never_subscribed
SUB0000640,U002765,2026-01-10 22:00:00,2026-01-17 22:00:00,,14.99,active
SUB0001590,U002766,,,,,never_subscribed
SUB0000936,U002767,2026-01-24 15:00:00,2026-01-31 15:00:00,,14.99,active
SUB0004656,U002768,2026-03-14 22:00:00,2026-03-21 22:00:00,,14.99,active
SUB0001849,U002769,,,,,never_subscribed
SUB0003091,U002770,,,,,never_subscribed
SUB0003718,U002771,,,,,never_subscribed
SUB0001366,U002772,,,,,never_subscribed
SUB0002282,U002773,2026-02-16 15:00:00,2026-02-23 15:00:00,,14.99,active
SUB0003577,U002774,2026-02-27 18:00:00,2026-03-06 18:00:00,,14.99,active
SUB0001661,U002775,,,,,never_subscribed
SUB0002576,U002776,2026-02-23 16:00:00,2026-03-02 16:00:00,,14.99,active
SUB0001856,U002777,,,,,never_subscribed
SUB0000045,U002778,,,,,never_subscribed
SUB0002380,U002779,,,,,never_subscribed
SUB0001698,U002780,,,,,never_subscribed
SUB0004614,U002781,2026-03-21 15:00:00,2026-03-28 15:00:00,,14.99,active
SUB0004168,U002782,,,,,never_subscribed
SUB0001818,U002783,,,,,never_subscribed
SUB0004030,U002784,,,,,never_subscribed
SUB0004777,U002785,2026-04-10 08:00:00,2026-04-17 08:00:00,,14.99,active
SUB0004578,U002786,,,,,never_subscribed
SUB0000284,U002787,,,,,never_subscribed
SUB0002686,U002788,,,,,never_subscribed
SUB0002218,U002789,,,,,never_subscribed
SUB0004107,U002790,,,,,never_subscribed
SUB0002004,U002791,,,,,never_subscribed
SUB0002322,U002792,2026-03-12 19:00:00,2026-03-19 19:00:00,,14.99,active
SUB0002466,U002793,,,,,never_subscribed
SUB0000566,U002794,2026-01-24 13:00:00,2026-01-31 13:00:00,,14.99,active
SUB0001920,U002795,,,,,never_subscribed
SUB0003971,U002796,,,,,never_subscribed
SUB0001416,U002797,,,,,never_subscribed
SUB0004978,U002798,2026-03-29 16:00:00,2026-04-05 16:00:00,,14.99,active
SUB0002485,U002799,,,,,never_subscribed
SUB0004104,U002800,,,,,never_subscribed
SUB0001521,U002801,,,,,never_subscribed
SUB0001909,U002802,,,,,never_subscribed
SUB0001242,U002803,,,,,never_subscribed
SUB0003314,U002804,,,,,never_subscribed
SUB0002292,U002805,2026-02-22 09:00:00,2026-03-01 09:00:00,,14.99,active
SUB0001854,U002806,,,,,never_subscribed
SUB0000048,U002807,,,,,never_subscribed
SUB0000724,U002808,,,,,never_subscribed
SUB0000492,U002809,,,,,never_subscribed
SUB0002614,U002810,,,,,never_subscribed
SUB0001884,U002811,,,,,never_subscribed
SUB0000842,U002812,,,,,never_subscribed
SUB0001690,U002813,,,,,never_subscribed
SUB0000933,U002814,,,,,never_subscribed
SUB0004276,U002815,2026-03-11 09:00:00,2026-03-18 09:00:00,,14.99,active
SUB0001823,U002816,,,,,never_subscribed
SUB0000667,U002817,,,,,never_subscribed
SUB0004681,U002818,,,,,never_subscribed
SUB0004590,U002819,,,,,never_subscribed
SUB0000548,U002820,,,,,never_subscribed
SUB0003690,U002821,,,,,never_subscribed
SUB0002480,U002822,2026-03-08 11:00:00,2026-03-15 11:00:00,,14.99,active
SUB0004983,U002823,,,,,never_subscribed
SUB0003035,U002824,2026-02-25 21:00:00,2026-03-04 21:00:00,2026-03-10 21:00:00,14.99,cancelled
SUB0004524,U002825,,,,,never_subscribed
SUB0001750,U002826,,,,,never_subscribed
SUB0003338,U002827,,,,,never_subscribed
SUB0004907,U002828,2026-04-04 11:00:00,2026-04-11 11:00:00,,14.99,active
SUB0002069,U002829,,,,,never_subscribed
SUB0002983,U002830,,,,,never_subscribed
SUB0001782,U002831,,,,,never_subscribed
SUB0002264,U002832,,,,,never_subscribed
SUB0000136,U002833,2026-01-14 16:00:00,2026-01-21 16:00:00,,14.99,active
SUB0002615,U002834,,,,,never_subscribed
SUB0002285,U002835,,,,,never_subscribed
SUB0002823,U002836,,,,,never_subscribed
SUB0001738,U002837,,,,,never_subscribed
SUB0003392,U002838,,,,,never_subscribed
SUB0003494,U002839,,,,,never_subscribed
SUB0000075,U002840,2026-01-29 13:00:00,2026-02-05 13:00:00,2026-03-21 13:00:00,14.99,cancelled
SUB0004001,U002841,,,,,never_subscribed
SUB0003400,U002842,,,,,never_subscribed
SUB0000947,U002843,2026-01-18 14:00:00,2026-01-25 14:00:00,,14.99,active
SUB0003736,U002844,,,,,never_subscribed
SUB0004583,U002845,,,,,never_subscribed
SUB0000941,U002846,,,,,never_subscribed
SUB0000609,U002847,,,,,never_subscribed
SUB0003069,U002848,2026-02-27 09:00:00,2026-03-06 09:00:00,,14.99,active
SUB0001886,U002849,,,,,never_subscribed
SUB0003991,U002850,,,,,never_subscribed
SUB0000253,U002851,,,,,never_subscribed
SUB0000066,U002852,,,,,never_subscribed
SUB0003469,U002853,,,,,never_subscribed
SUB0004878,U002854,,,,,never_subscribed
SUB0001636,U002855,,,,,never_subscribed
SUB0001984,U002856,,,,,never_subscribed
SUB0004372,U002857,2026-03-26 22:00:00,2026-04-02 22:00:00,,14.99,active
SUB0001458,U002858,,,,,never_subscribed
SUB0004862,U002859,,,,,never_subscribed
SUB0002038,U002860,,,,,never_subscribed
SUB0002090,U002861,,,,,never_subscribed
SUB0003414,U002862,,,,,never_subscribed
SUB0003133,U002863,2026-03-08 10:00:00,2026-03-15 10:00:00,2026-03-29 10:00:00,14.99,cancelled
SUB0004217,U002864,2026-03-26 08:00:00,2026-04-02 08:00:00,,14.99,active
SUB0004844,U002865,,,,,never_subscribed
SUB0003425,U002866,,,,,never_subscribed
SUB0004051,U002867,,,,,never_subscribed
SUB0003781,U002868,,,,,never_subscribed
SUB0003022,U002869,,,,,never_subscribed
SUB0003626,U002870,,,,,never_subscribed
SUB0000776,U002871,,,,,never_subscribed
SUB0004712,U002872,,,,,never_subscribed
SUB0000515,U002873,,,,,never_subscribed
SUB0003706,U002874,,,,,never_subscribed
SUB0001897,U002875,,,,,never_subscribed
SUB0003609,U002876,,,,,never_subscribed
SUB0003920,U002877,,,,,never_subscribed
SUB0000717,U002878,,,,,never_subscribed
SUB0002759,U002879,,,,,never_subscribed
SUB0001490,U002880,,,,,never_subscribed
SUB0000446,U002881,2026-02-01 10:00:00,2026-02-08 10:00:00,,14.99,active
SUB0002068,U002882,,,,,never_subscribed
SUB0002842,U002883,,,,,never_subscribed
SUB0000654,U002884,2026-01-17 08:00:00,2026-01-24 08:00:00,,14.99,active
SUB0004025,U002885,2026-03-18 21:00:00,2026-03-25 21:00:00,,14.99,active
SUB0004601,U002886,2026-03-28 19:00:00,2026-04-04 19:00:00,2026-04-14 19:00:00,14.99,cancelled
SUB0003163,U002887,,,,,never_subscribed
