interaction_id,user_id,session_id,request_ts,intent,tool_used,model_name,input_tokens,output_tokens,latency_ms,response_status,resolved_by_agent,escalated_to_human,satisfaction_score
I00004807,U004666,S003016_02,2026-02-19 19:52:00,Quiz Generation,quiz_generator,navi-mini,245,497,3242,success,1,0,
I00000298,U000575,S000179_07,2026-02-19 19:57:00,General Q&A,none,navi-pro,517,333,2862,success,0,1,
I00004060,U002429,S002510_01,2026-02-19 19:59:00,Homework Help,none,navi-mini,312,439,2138,success,0,1,4.0
I00003749,U000795,S002316_05,2026-02-19 20:14:00,Homework Help,calculator,navi-mini,155,192,2540,success,1,0,4.0
I00004421,U000892,S002761_03,2026-02-19 20:26:00,Quiz Generation,none,navi-pro,337,183,1864,success,0,0,3.0
I00000308,U004419,S000182_11,2026-02-19 20:48:00,General Q&A,web_search,navi-pro,274,228,2965,success,0,0,
I00001090,U000046,S000592_10,2026-02-19 21:04:00,Quiz Generation,quiz_generator,navi-mini,224,354,89518,success,1,0,
I00002944,U002461,S001776_04,2026-02-19 21:11:00,Summarization,none,navi-pro,260,639,4263,success,0,0,
I00002742,U004445,S001663_09,2026-02-19 21:20:00,Homework Help,calculator,navi-mini,388,329,2753,success,1,0,
I00004622,U000517,S002882_03,2026-02-19 21:31:00,Summarization,document_reader,navi-pro,263,724,5332,success,1,0,
I00004865,U003198,S003059_01,2026-02-19 21:38:00,General Q&A,web_search,navi-mini,363,844,5105,error,0,1,
I00004954,U000526,S003136_02,2026-02-19 21:47:00,Summarization,none,navi-mini,155,662,2482,success,1,0,4.0
I00002806,U001393,S001700_08,2026-02-19 21:53:00,Summarization,document_reader,navi-mini,241,372,2168,success,0,0,
I00004274,U000350,S002684_02,2026-02-19 22:13:00,Homework Help,calculator,navi-mini,162,206,1841,success,0,0,
I00003244,U003109,S001971_03,2026-02-19 22:15:00,Flashcards,flashcard_maker,navi-pro,137,635,4814,success,1,0,
I00004399,U002668,S002755_02,2026-02-19 22:18:00,General Q&A,none,navi-mini,302,641,3289,success,1,0,4.0
I00004877,U001959,S003064_01,2026-02-19 22:19:00,Summarization,none,navi-mini,316,315,1609,success,1,0,4.0
I00003285,U004927,S001993_10,2026-02-19 22:21:00,Summarization,none,navi-pro,307,496,3130,success,1,0,
I00004328,U001608,S002717_05,2026-02-19 22:28:00,Homework Help,none,navi-mini,292,255,1672,success,1,0,3.0
I00004120,U001694,S002562_06,2026-02-19 22:43:00,Summarization,none,navi-mini,272,574,2464,timeout,0,1,
I00004688,U004286,S002938_02,2026-02-20 07:08:00,Summarization,none,navi-mini,526,180,1536,success,1,0,5.0
I00004286,U002426,S002694_04,2026-02-20 07:12:00,Quiz Generation,quiz_generator,navi-pro,164,454,4252,success,0,0,
I00003123,U004842,S001901_05,2026-02-20 07:14:00,Study Plan,calendar_planner,navi-mini,130,251,1838,success,1,0,4.0
I00004008,U000450,S002473_03,2026-02-20 07:26:00,Homework Help,calculator,navi-mini,181,536,3678,success,1,0,5.0
I00004661,U003076,S002915_03,2026-02-20 07:38:00,Homework Help,calculator,navi-mini,424,343,85497,timeout,0,1,
I00005058,U000129,S003198_01,2026-02-20 07:53:00,Homework Help,calculator,navi-mini,364,1249,6218,success,0,0,5.0
I00004601,U001025,S002867_04,2026-02-20 08:04:00,General Q&A,none,navi-mini,210,785,2969,success,1,0,
I00004197,U002559,S002627_06,2026-02-20 08:20:00,Summarization,none,navi-mini,399,998,3681,success,1,0,
I00004428,U003319,S002768_04,2026-02-20 08:21:00,Study Plan,none,navi-mini,231,753,2771,success,1,0,
I00004000,U002297,S002472_08,2026-02-20 08:22:00,General Q&A,web_search,navi-mini,329,541,4226,success,1,0,3.0
I00004191,U001988,S002624_05,2026-02-20 08:22:00,Summarization,none,navi-mini,169,366,1744,success,1,0,
I00004995,U003611,S003164_01,2026-02-20 09:27:00,Homework Help,calculator,navi-mini,208,296,2130,success,1,0,
I00002105,U000171,S001256_06,2026-02-20 09:42:00,Study Plan,none,navi-mini,931,753,3927,success,0,0,
I00003138,U004852,S001910_09,2026-02-20 09:51:00,Flashcards,flashcard_maker,navi-mini,201,261,2121,success,1,0,
I00003977,U003473,S002455_06,2026-02-20 09:52:00,Summarization,none,navi-mini,247,1003,3461,success,1,0,3.0
I00002913,U001315,S001756_14,2026-02-20 10:00:00,Homework Help,none,navi-mini,437,607,2407,success,0,1,
I00004934,U003436,S003116_01,2026-02-20 10:15:00,Flashcards,flashcard_maker,navi-mini,266,170,1754,success,1,0,
I00004957,U001702,S003138_03,2026-02-20 10:18:00,Quiz Generation,quiz_generator,navi-mini,447,581,3210,success,0,0,
I00004130,U000264,S002574_03,2026-02-20 10:26:00,Study Plan,none,navi-mini,329,595,2315,success,1,0,
I00000891,U003846,S000480_11,2026-02-20 10:47:00,Summarization,none,navi-mini,153,243,1403,success,1,0,5.0
I00005080,U002917,S003204_02,2026-02-20 10:50:00,Flashcards,none,navi-mini,187,473,2008,success,0,1,
I00004033,U002420,S002488_06,2026-02-20 10:55:00,General Q&A,none,navi-pro,163,473,3178,success,0,0,
I00005079,U002917,S003204_01,2026-02-20 10:57:00,General Q&A,none,navi-mini,291,297,1558,success,1,0,
I00000955,U001290,S000504_10,2026-02-20 11:02:00,Summarization,none,navi-mini,567,369,2354,success,1,0,
I00004123,U000521,S002565_01,2026-02-20 11:21:00,Quiz Generation,none,navi-mini,91,546,2816,success,1,0,4.0
I00003233,U002182,S001967_07,2026-02-20 11:22:00,General Q&A,web_search,navi-mini,422,284,2838,success,1,0,
I00001117,U002682,S000603_09,2026-02-20 11:29:00,Flashcards,none,navi-mini,187,529,1847,success,1,0,5.0
I00003744,U002164,S002308_09,2026-02-20 11:38:00,Quiz Generation,none,navi-mini,641,256,2040,success,1,0,
I00000187,U002744,S000128_06,2026-02-20 11:52:00,Quiz Generation,none,navi-mini,511,337,2167,success,1,0,5.0
I00002263,U002679,S001359_10,2026-02-20 12:11:00,Homework Help,calculator,navi-pro,237,237,3257,success,1,0,4.0
I00003659,U004298,S002256_06,2026-02-20 12:17:00,Homework Help,none,navi-mini,636,313,2391,success,0,1,
I00004244,U001642,S002659_03,2026-02-20 12:17:00,Study Plan,none,navi-mini,297,301,1704,success,1,0,
I00003885,U003576,S002395_03,2026-02-20 12:29:00,Study Plan,none,navi-mini,119,842,3706,success,1,0,
I00004349,U001439,S002724_05,2026-02-20 12:46:00,Flashcards,none,navi-pro,377,524,3113,success,1,0,4.0
I00003743,U002164,S002308_08,2026-02-20 12:57:00,Flashcards,flashcard_maker,navi-mini,240,432,2618,success,1,0,
I00004821,U001927,S003031_01,2026-02-20 12:57:00,Quiz Generation,none,navi-pro,400,516,3189,success,1,0,
I00004137,U004886,S002579_02,2026-02-20 13:00:00,Quiz Generation,none,navi-mini,969,159,2208,success,1,0,
I00005044,U003185,S003195_02,2026-02-20 13:41:00,Summarization,document_reader,navi-mini,536,646,4120,success,0,0,
I00004350,U001439,S002724_06,2026-02-20 13:42:00,Study Plan,calendar_planner,navi-mini,387,272,2648,success,0,0,5.0
I00005089,U004253,S003207_01,2026-02-20 13:52:00,General Q&A,none,navi-mini,306,420,2000,success,1,0,5.0
I00004766,U003924,S002989_01,2026-02-20 13:54:00,Summarization,document_reader,navi-mini,358,391,2504,success,1,0,4.0
I00004600,U001025,S002867_03,2026-02-20 13:55:00,Summarization,document_reader,navi-pro,352,363,3506,success,0,0,
I00000365,U001593,S000204_12,2026-02-20 13:56:00,Flashcards,flashcard_maker,navi-mini,773,485,4565,success,1,0,3.0
I00000205,U001533,S000131_15,2026-02-20 14:04:00,Summarization,document_reader,navi-mini,687,201,3146,success,1,0,
I00005023,U004387,S003188_01,2026-02-20 14:26:00,Flashcards,flashcard_maker,navi-mini,338,592,3531,success,1,0,3.0
I00005053,U004024,S003197_01,2026-02-20 14:29:00,Flashcards,flashcard_maker,navi-mini,380,839,6365,success,1,0,
I00003142,U000192,S001911_05,2026-02-20 14:33:00,Flashcards,flashcard_maker,navi-mini,134,679,3307,success,0,0,
I00003400,U000134,S002078_02,2026-02-20 14:38:00,Homework Help,none,navi-mini,253,508,2800,success,1,0,
I00003683,U002535,S002276_08,2026-02-20 14:54:00,General Q&A,none,navi-mini,190,1024,4203,success,1,0,
I00003658,U004298,S002256_05,2026-02-20 15:06:00,Homework Help,calculator,navi-mini,544,397,3274,success,1,0,4.0
I00005000,U004042,S003167_01,2026-02-20 15:19:00,General Q&A,web_search,navi-pro,102,400,3717,success,1,0,
I00004589,U003624,S002855_05,2026-02-20 15:20:00,Summarization,document_reader,navi-mini,197,256,1916,success,1,0,
I00004646,U003684,S002901_05,2026-02-20 15:21:00,Summarization,none,navi-mini,121,272,1626,success,1,0,5.0
I00004645,U003684,S002901_04,2026-02-20 15:35:00,General Q&A,none,navi-mini,472,174,1826,success,1,0,
I00004790,U000705,S003013_01,2026-02-20 15:36:00,Summarization,none,navi-mini,430,408,2174,success,0,1,
I00003762,U000054,S002319_06,2026-02-20 15:44:00,Quiz Generation,none,navi-mini,182,434,2101,success,1,0,4.0
I00004131,U000264,S002574_04,2026-02-20 15:51:00,Quiz Generation,quiz_generator,navi-mini,627,718,4744,success,1,0,
I00001999,U001153,S001169_05,2026-02-20 15:55:00,General Q&A,web_search,navi-mini,206,344,2661,success,1,0,5.0
I00001481,U000493,S000809_10,2026-02-20 15:56:00,Homework Help,none,navi-mini,316,845,2973,success,0,0,
I00004842,U001949,S003047_02,2026-02-20 16:00:00,Quiz Generation,none,navi-mini,273,1176,3738,success,1,0,5.0
I00001436,U004271,S000780_12,2026-02-20 16:15:00,Study Plan,calendar_planner,navi-mini,332,934,4227,success,1,0,
I00002743,U004445,S001663_10,2026-02-20 16:28:00,Study Plan,none,navi-pro,202,511,3003,success,0,1,
I00002899,U000262,S001754_08,2026-02-20 16:39:00,Homework Help,calculator,navi-mini,486,527,5152,success,1,0,4.0
I00002862,U004934,S001734_03,2026-02-20 16:48:00,Homework Help,calculator,navi-mini,210,349,2353,success,1,0,
I00004478,U003152,S002805_04,2026-02-20 17:10:00,Quiz Generation,quiz_generator,navi-mini,449,864,5929,success,0,0,5.0
I00003467,U001113,S002124_04,2026-02-20 17:29:00,General Q&A,web_search,navi-pro,378,521,4422,success,1,0,
I00003993,U002555,S002465_10,2026-02-20 17:33:00,General Q&A,none,navi-mini,478,573,3139,success,0,0,
I00004487,U001675,S002807_03,2026-02-20 17:49:00,Quiz Generation,none,navi-mini,437,267,1768,success,1,0,
I00004843,U001949,S003047_03,2026-02-20 17:49:00,Flashcards,none,navi-mini,418,748,2863,success,1,0,4.0
I00002766,U004372,S001674_08,2026-02-20 18:05:00,Quiz Generation,quiz_generator,navi-mini,366,1004,4650,success,1,0,5.0
I00004718,U000590,S002955_04,2026-02-20 18:06:00,Study Plan,none,navi-mini,275,507,2376,success,0,0,
I00000854,U002162,S000468_10,2026-02-20 18:09:00,Flashcards,flashcard_maker,navi-mini,219,763,3482,success,0,0,
I00004168,U004968,S002612_02,2026-02-20 18:13:00,Flashcards,flashcard_maker,navi-pro,169,1146,6732,success,1,0,3.0
I00003518,U004561,S002152_09,2026-02-20 19:19:00,Summarization,document_reader,navi-mini,337,509,3518,success,1,0,5.0
I00004776,U002155,S002997_02,2026-02-20 19:19:00,Flashcards,flashcard_maker,navi-mini,127,1017,4433,success,0,0,5.0
I00004573,U004285,S002837_03,2026-02-20 19:27:00,Flashcards,flashcard_maker,navi-mini,141,708,3076,success,1,0,
I00004935,U003436,S003116_02,2026-02-20 19:49:00,Study Plan,calendar_planner,navi-mini,218,518,2851,success,0,1,3.0
I00002872,U003542,S001736_10,2026-02-20 19:54:00,Flashcards,none,navi-mini,315,310,1656,success,1,0,
I00004150,U000465,S002595_07,2026-02-20 20:01:00,Summarization,document_reader,navi-mini,90,159,1670,success,0,0,
I00002692,U000408,S001627_02,2026-02-20 20:09:00,Quiz Generation,none,navi-pro,81,890,3439,success,1,0,
I00003634,U000041,S002236_05,2026-02-20 20:12:00,Homework Help,calculator,navi-pro,348,814,8473,success,1,0,4.0
I00004299,U004550,S002699_02,2026-02-20 20:30:00,Summarization,none,navi-mini,256,632,2129,success,1,0,5.0
I00004904,U004735,S003098_02,2026-02-20 20:30:00,Homework Help,calculator,navi-mini,343,209,2680,success,1,0,4.0
I00004679,U000810,S002935_05,2026-02-20 20:37:00,Study Plan,none,navi-pro,229,696,3805,success,0,0,
I00002205,U002451,S001335_03,2026-02-20 20:43:00,General Q&A,none,navi-mini,241,1445,4297,success,0,0,4.0
I00004946,U003522,S003127_02,2026-02-20 20:47:00,Quiz Generation,quiz_generator,navi-mini,114,216,1669,success,1,0,
I00004853,U002268,S003051_02,2026-02-20 21:03:00,General Q&A,none,navi-mini,180,255,1212,success,0,0,4.0
I00000512,U004248,S000272_07,2026-02-20 21:36:00,General Q&A,web_search,navi-mini,278,507,3138,success,1,0,
I00003734,U001729,S002305_04,2026-02-20 21:41:00,Homework Help,calculator,navi-mini,204,283,2396,success,0,0,3.0
I00003969,U004902,S002449_06,2026-02-20 21:44:00,General Q&A,web_search,navi-mini,337,1046,5859,success,1,0,
I00005039,U000893,S003194_01,2026-02-20 22:44:00,Homework Help,calculator,navi-mini,263,133,2005,success,1,0,
I00004907,U004571,S003099_01,2026-02-20 22:54:00,Homework Help,none,navi-pro,203,145,1669,success,1,0,
I00003952,U004051,S002446_08,2026-02-21 07:10:00,General Q&A,web_search,navi-mini,254,663,3994,success,1,0,
I00005141,U000947,S003249_02,2026-02-21 07:15:00,Homework Help,none,navi-mini,1002,589,4077,success,1,0,
I00003215,U000883,S001955_02,2026-02-21 07:42:00,Study Plan,none,navi-mini,256,442,1775,success,1,0,
I00005203,U001299,S003279_01,2026-02-21 07:44:00,Summarization,document_reader,navi-pro,438,460,4136,success,1,0,5.0
I00004151,U000465,S002595_08,2026-02-21 07:45:00,Flashcards,flashcard_maker,navi-mini,224,718,3490,success,1,0,
I00005096,U000617,S003209_02,2026-02-21 08:04:00,General Q&A,web_search,navi-pro,969,468,4435,success,1,0,
I00005068,U001972,S003200_01,2026-02-21 08:06:00,General Q&A,none,navi-mini,366,320,1784,success,0,0,4.0
I00005210,U004129,S003281_01,2026-02-21 08:09:00,Flashcards,flashcard_maker,navi-mini,302,775,4847,success,1,0,
I00004778,U000024,S003002_03,2026-02-21 08:11:00,Summarization,none,navi-mini,362,286,1557,timeout,0,1,
I00004124,U000521,S002565_02,2026-02-21 08:34:00,Study Plan,none,navi-mini,314,364,2333,success,0,0,5.0
I00004681,U000810,S002935_08,2026-02-21 09:19:00,Homework Help,calculator,navi-pro,647,367,4902,success,1,0,
I00003793,U002195,S002332_03,2026-02-21 09:34:00,Homework Help,calculator,navi-mini,344,469,3909,success,0,0,
I00004091,U003027,S002541_05,2026-02-21 09:36:00,Study Plan,none,navi-mini,340,211,1837,success,0,1,
I00002744,U004445,S001663_11,2026-02-21 09:43:00,Summarization,none,navi-mini,226,881,3143,success,1,0,
I00004422,U000892,S002761_04,2026-02-21 09:47:00,Study Plan,none,navi-pro,93,297,2076,success,1,0,
I00004585,U003390,S002854_03,2026-02-21 10:11:00,Homework Help,none,navi-mini,242,165,1539,success,0,1,
I00002387,U002500,S001419_05,2026-02-21 10:22:00,Homework Help,calculator,navi-mini,239,785,4718,success,0,0,
I00005140,U000947,S003249_01,2026-02-21 10:51:00,Quiz Generation,none,navi-mini,331,513,2773,success,1,0,4.0
I00003478,U000569,S002128_03,2026-02-21 11:03:00,Homework Help,calculator,navi-mini,314,424,2483,success,0,0,
I00004727,U003976,S002957_03,2026-02-21 11:19:00,Flashcards,none,navi-mini,172,364,1548,success,1,0,
I00005169,U004533,S003259_01,2026-02-21 11:19:00,Study Plan,none,navi-mini,143,214,1276,success,1,0,
I00001988,U001889,S001152_09,2026-02-21 11:24:00,Flashcards,none,navi-mini,384,567,2296,success,0,0,5.0
I00004496,U003738,S002810_08,2026-02-21 11:31:00,Homework Help,calculator,navi-pro,165,592,4624,success,1,0,5.0
I00003545,U004488,S002165_04,2026-02-21 11:48:00,Study Plan,none,navi-mini,162,195,1521,success,1,0,
I00001262,U002165,S000685_12,2026-02-21 11:56:00,Quiz Generation,quiz_generator,navi-mini,447,210,3369,success,1,0,
I00004747,U004170,S002978_05,2026-02-21 11:59:00,General Q&A,web_search,navi-mini,253,621,3511,error,0,1,
I00003392,U003757,S002073_08,2026-02-21 12:01:00,General Q&A,none,navi-mini,209,265,1639,error,0,1,
I00004456,U003488,S002778_04,2026-02-21 12:12:00,Flashcards,flashcard_maker,navi-mini,274,477,81798,success,0,1,
I00005107,U002568,S003216_01,2026-02-21 12:26:00,Homework Help,calculator,navi-mini,325,517,3353,success,1,0,5.0
I00004042,U003042,S002496_02,2026-02-21 12:27:00,Quiz Generation,quiz_generator,navi-mini,200,256,2433,success,1,0,
I00003143,U000192,S001911_06,2026-02-21 12:29:00,General Q&A,none,navi-mini,237,309,1625,success,1,0,
I00002643,U001505,S001596_10,2026-02-21 12:40:00,Quiz Generation,none,navi-mini,220,623,3058,success,1,0,
I00004263,U004716,S002681_05,2026-02-21 12:54:00,Flashcards,none,navi-mini,218,628,3189,success,1,0,
I00003309,U004732,S002017_04,2026-02-21 12:56:00,Summarization,document_reader,navi-mini,306,599,3318,success,1,0,
I00004198,U002559,S002627_07,2026-02-21 13:10:00,Quiz Generation,quiz_generator,navi-pro,133,825,5089,success,0,0,
I00004898,U003088,S003089_03,2026-02-21 13:10:00,Quiz Generation,none,navi-pro,278,311,2171,success,1,0,5.0
I00003562,U000276,S002181_09,2026-02-21 13:16:00,General Q&A,web_search,navi-mini,102,442,2355,success,0,0,
I00004462,U001780,S002779_05,2026-02-21 13:21:00,Flashcards,flashcard_maker,navi-mini,137,470,2826,success,0,0,5.0
I00000602,U000366,S000323_06,2026-02-21 13:56:00,Study Plan,none,navi-mini,231,703,2630,success,0,0,
I00004791,U000705,S003013_03,2026-02-21 14:02:00,Flashcards,none,navi-mini,933,1011,4447,success,0,0,
I00005135,U004543,S003245_01,2026-02-21 14:22:00,Study Plan,calendar_planner,navi-mini,804,477,4167,success,0,1,3.0
I00004769,U001099,S002994_03,2026-02-21 14:26:00,Summarization,document_reader,navi-pro,304,611,5201,success,1,0,
I00004680,U000810,S002935_07,2026-02-21 14:30:00,Homework Help,none,navi-mini,149,386,1488,success,1,0,5.0
I00004973,U000823,S003153_01,2026-02-21 14:39:00,General Q&A,web_search,navi-mini,435,593,3909,success,1,0,
I00005015,U001202,S003177_01,2026-02-21 14:39:00,Study Plan,calendar_planner,navi-mini,416,243,3202,success,0,0,4.0
I00003921,U000385,S002428_07,2026-02-21 14:42:00,Study Plan,none,navi-mini,410,667,2904,success,1,0,
I00002027,U003689,S001203_14,2026-02-21 15:03:00,General Q&A,web_search,navi-mini,704,340,3728,success,1,0,
I00004268,U002581,S002682_03,2026-02-21 15:17:00,Summarization,document_reader,navi-mini,296,548,3814,success,1,0,
I00004305,U002588,S002701_05,2026-02-21 15:23:00,Quiz Generation,none,navi-mini,100,788,3482,timeout,0,1,
I00004984,U002512,S003157_02,2026-02-21 15:29:00,Study Plan,none,navi-mini,107,350,1398,success,1,0,5.0
I00003922,U000385,S002428_08,2026-02-21 15:32:00,Quiz Generation,quiz_generator,navi-mini,459,889,4543,success,1,0,3.0
I00004854,U002268,S003051_03,2026-02-21 15:40:00,Quiz Generation,quiz_generator,navi-pro,361,250,3261,success,1,0,3.0
I00001662,U002767,S000936_12,2026-02-21 15:41:00,Homework Help,calculator,navi-pro,947,497,5301,success,1,0,
I00002538,U001278,S001537_08,2026-02-21 15:48:00,General Q&A,none,navi-mini,219,462,2022,success,0,1,
I00003936,U004261,S002435_04,2026-02-21 15:48:00,General Q&A,web_search,navi-mini,450,524,4092,success,1,0,
I00002485,U000537,S001487_12,2026-02-21 16:01:00,General Q&A,web_search,navi-mini,341,361,3932,success,1,0,
I00005092,U000092,S003208_01,2026-02-21 16:38:00,Study Plan,calendar_planner,navi-mini,306,425,3453,success,0,0,
I00004162,U003702,S002611_07,2026-02-21 16:42:00,Study Plan,calendar_planner,navi-mini,418,430,2982,success,0,0,
I00004294,U003931,S002696_05,2026-02-21 16:50:00,Flashcards,none,navi-mini,420,262,1972,success,1,0,
I00004169,U004968,S002612_03,2026-02-21 17:11:00,Quiz Generation,none,navi-mini,638,628,2824,success,1,0,
I00005173,U003636,S003266_01,2026-02-21 17:46:00,General Q&A,web_search,navi-mini,171,346,1500,success,1,0,
I00004983,U002512,S003157_01,2026-02-21 17:54:00,Homework Help,none,navi-mini,514,247,1887,success,0,0,
I00004579,U004689,S002853_03,2026-02-21 18:10:00,General Q&A,web_search,navi-mini,212,172,2434,success,1,0,4.0
I00004204,U001534,S002628_08,2026-02-21 18:22:00,Summarization,document_reader,navi-mini,290,482,3498,success,0,1,
I00004710,U004919,S002953_03,2026-02-21 18:26:00,General Q&A,none,navi-mini,529,232,1895,success,0,0,4.0
I00004591,U003624,S002855_07,2026-02-21 18:47:00,Flashcards,none,navi-mini,146,834,2868,success,1,0,3.0
I00002615,U002960,S001592_11,2026-02-21 19:14:00,Flashcards,flashcard_maker,navi-mini,235,463,3226,success,1,0,
I00004102,U004032,S002549_05,2026-02-21 19:16:00,Flashcards,none,navi-mini,205,336,1864,success,0,0,
I00005048,U000207,S003196_01,2026-02-21 19:17:00,Homework Help,calculator,navi-mini,276,951,4307,success,1,0,5.0
I00002710,U001923,S001645_11,2026-02-21 19:24:00,Quiz Generation,none,navi-mini,159,386,1366,success,1,0,
I00004647,U003684,S002901_06,2026-02-21 19:29:00,General Q&A,none,navi-mini,358,1121,3670,success,1,0,
I00001844,U003554,S001055_04,2026-02-21 19:30:00,Quiz Generation,quiz_generator,navi-mini,423,321,3286,success,1,0,
I00002213,U001008,S001338_09,2026-02-21 19:41:00,Homework Help,none,navi-mini,385,210,1490,success,1,0,
I00004351,U001439,S002724_07,2026-02-21 19:54:00,Summarization,document_reader,navi-pro,182,559,3920,success,1,0,
I00004545,U003953,S002831_08,2026-02-21 19:59:00,Homework Help,none,navi-pro,119,1346,5226,success,1,0,3.0
I00004016,U001125,S002484_04,2026-02-21 20:02:00,Quiz Generation,none,navi-pro,361,404,2856,success,0,0,
I00003404,U002707,S002082_01,2026-02-21 20:22:00,General Q&A,web_search,navi-pro,295,688,5215,success,0,0,
I00003724,U003845,S002295_08,2026-02-21 20:29:00,Quiz Generation,none,navi-mini,557,269,2514,success,1,0,3.0
I00004278,U000631,S002688_04,2026-02-21 20:30:00,Homework Help,calculator,navi-mini,1164,1048,8044,success,1,0,
I00004590,U003624,S002855_06,2026-02-21 20:36:00,Summarization,none,navi-mini,277,511,2417,success,0,0,4.0
I00002928,U001858,S001768_06,2026-02-21 20:38:00,Study Plan,none,navi-mini,242,433,2128,success,1,0,4.0
I00002935,U003349,S001773_04,2026-02-21 20:49:00,Homework Help,calculator,navi-mini,161,326,2167,success,1,0,
I00005193,U003252,S003272_02,2026-02-21 21:09:00,Study Plan,calendar_planner,navi-mini,168,581,3116,error,0,1,
I00004728,U003976,S002957_04,2026-02-21 21:16:00,Homework Help,calculator,navi-pro,217,1132,7788,success,0,0,3.0
I00003297,U001026,S001999_12,2026-02-21 21:18:00,General Q&A,web_search,navi-mini,225,481,3323,success,1,0,4.0
I00002442,U004316,S001465_09,2026-02-21 21:32:00,General Q&A,web_search,navi-pro,728,443,5171,success,1,0,
I00005192,U003252,S003272_01,2026-02-21 21:46:00,Homework Help,calculator,navi-mini,219,520,3505,success,1,0,
I00003852,U002402,S002370_04,2026-02-21 21:52:00,Study Plan,calendar_planner,navi-mini,252,479,2734,success,1,0,
I00004512,U000843,S002817_04,2026-02-21 21:52:00,General Q&A,web_search,navi-mini,297,611,4362,success,1,0,
I00005002,U003130,S003174_01,2026-02-21 21:53:00,Homework Help,none,navi-mini,210,795,2889,success,1,0,
I00003970,U004902,S002449_07,2026-02-21 22:05:00,Quiz Generation,none,navi-pro,208,184,1522,success,1,0,
I00004765,U000938,S002988_02,2026-02-21 22:10:00,Quiz Generation,quiz_generator,navi-mini,294,720,4339,success,1,0,
I00005184,U000607,S003271_01,2026-02-21 22:20:00,Homework Help,none,navi-mini,442,438,2098,timeout,0,1,
I00001581,U003408,S000881_13,2026-02-21 22:33:00,General Q&A,none,navi-mini,211,462,2031,success,1,0,
I00003422,U000581,S002091_05,2026-02-21 22:34:00,Summarization,none,navi-pro,448,543,3450,success,1,0,
I00004936,U003436,S003116_03,2026-02-21 22:50:00,General Q&A,none,navi-mini,214,406,1897,success,0,0,5.0
I00003409,U003094,S002084_05,2026-02-21 22:52:00,Homework Help,none,navi-pro,282,368,3002,success,1,0,5.0
I00004451,U000352,S002776_02,2026-02-21 22:54:00,Homework Help,none,navi-mini,522,594,2574,success,1,0,
I00003381,U003417,S002064_04,2026-02-21 22:57:00,Quiz Generation,none,navi-mini,158,576,2211,success,1,0,
I00004797,U003471,S003014_01,2026-02-22 07:07:00,Flashcards,none,navi-pro,422,671,3607,success,1,0,
I00004959,U001702,S003138_06,2026-02-22 07:27:00,Summarization,document_reader,navi-mini,280,632,3645,success,1,0,5.0
I00003530,U003127,S002157_06,2026-02-22 07:50:00,Homework Help,calculator,navi-mini,427,399,3614,success,0,0,5.0
I00001976,U003344,S001140_04,2026-02-22 08:11:00,Homework Help,calculator,navi-mini,358,424,3827,success,1,0,
I00004546,U003953,S002831_09,2026-02-22 08:16:00,Quiz Generation,none,navi-mini,366,551,2512,success,1,0,
I00004814,U003743,S003025_02,2026-02-22 08:19:00,Study Plan,none,navi-mini,226,335,1930,success,1,0,
I00004365,U004189,S002735_04,2026-02-22 08:31:00,Homework Help,calculator,navi-mini,259,1522,7021,success,0,1,
I00003864,U001589,S002382_04,2026-02-22 08:35:00,Study Plan,calendar_planner,navi-mini,396,518,3609,success,1,0,5.0
I00004300,U004550,S002699_03,2026-02-22 08:38:00,Quiz Generation,none,navi-mini,356,839,3285,success,1,0,
I00002921,U002556,S001761_05,2026-02-22 08:39:00,Homework Help,calculator,navi-pro,247,690,4754,success,0,1,4.0
I00002486,U000537,S001487_13,2026-02-22 08:40:00,Summarization,none,navi-pro,336,400,3096,success,1,0,
I00003819,U001796,S002351_03,2026-02-22 08:50:00,General Q&A,none,navi-mini,475,658,2924,success,1,0,
I00004928,U000731,S003109_01,2026-02-22 08:52:00,General Q&A,web_search,navi-mini,153,1433,5833,success,1,0,
I00005045,U003185,S003195_03,2026-02-22 09:00:00,Quiz Generation,quiz_generator,navi-mini,190,1468,7459,success,1,0,
I00002423,U000982,S001452_05,2026-02-22 09:14:00,Study Plan,calendar_planner,navi-mini,347,623,3308,success,1,0,3.0
I00002239,U000220,S001346_04,2026-02-22 09:30:00,Homework Help,none,navi-pro,207,569,2789,success,1,0,
I00002900,U000262,S001754_09,2026-02-22 09:49:00,Homework Help,none,navi-pro,355,298,2742,success,1,0,
I00003287,U004092,S001994_01,2026-02-22 09:54:00,Study Plan,calendar_planner,navi-mini,412,437,3589,success,1,0,4.0
I00005204,U001299,S003279_02,2026-02-22 10:05:00,Summarization,none,navi-mini,510,462,2904,success,1,0,
I00004437,U003652,S002769_05,2026-02-22 10:11:00,Quiz Generation,quiz_generator,navi-mini,173,869,4123,success,1,0,5.0
I00005081,U002917,S003204_03,2026-02-22 10:20:00,Homework Help,none,navi-mini,284,140,1406,success,1,0,5.0
I00003126,U004668,S001903_02,2026-02-22 10:29:00,Homework Help,calculator,navi-pro,107,363,3200,success,1,0,
I00002242,U003456,S001347_04,2026-02-22 10:33:00,Study Plan,calendar_planner,navi-pro,197,762,4428,success,0,1,
I00004429,U003319,S002768_05,2026-02-22 11:01:00,Homework Help,none,navi-mini,496,629,75634,success,1,0,1.0
